Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Cayman Islands,CYM,Urban population,SP.URB.TOTL,67311
Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,8.5765514141706
Central African Republic,CAF,"Population, total",SP.POP.TOTL,5343020
Central African Republic,CAF,Urban population,SP.URB.TOTL,2254648
Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,13.2184728398983
Chad,TCD,"Population, total",SP.POP.TOTL,16644701
Chad,TCD,Urban population,SP.URB.TOTL,3914834
Channel Islands,CHI,Population density (people per sq. km of land area),EN.POP.DNST,..
Channel Islands,CHI,"Population, total",SP.POP.TOTL,171113
Channel Islands,CHI,Urban population,SP.URB.TOTL,52982
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,25.9576117773008
Chile,CHL,"Population, total",SP.POP.TOTL,19300315
Chile,CHL,Urban population,SP.URB.TOTL,16931587
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,149.723552558882
China,CHN,"Population, total",SP.POP.TOTL,1411100000
China,CHN,Urban population,SP.URB.TOTL,866810508
Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,45.9041568273997
Colombia,COL,"Population, total",SP.POP.TOTL,50930662
Colombia,COL,Urban population,SP.URB.TOTL,41470292
Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,433.189682966147
Comoros,COM,"Population, total",SP.POP.TOTL,806166
Comoros,COM,Urban population,SP.URB.TOTL,236852
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,40.9577045058556
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,92853164
"Congo, Dem. Rep.",COD,Urban population,SP.URB.TOTL,42376327
"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,16.6974348462665
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,5702174
"Congo, Rep.",COG,Urban population,SP.URB.TOTL,3867728
Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,100.33499804152
Costa Rica,CRI,"Population, total",SP.POP.TOTL,5123105
Costa Rica,CRI,Urban population,SP.URB.TOTL,4137983
Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,84.3138050314465
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,26811790
Cote d'Ivoire,CIV,Urban population,SP.URB.TOTL,13863304
Croatia,HRV,Population density (people per sq. km of land area),EN.POP.DNST,72.3316654753395
Croatia,HRV,"Population, total",SP.POP.TOTL,4047680
Croatia,HRV,Urban population,SP.URB.TOTL,2329561
Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,108.869922928709
Cuba,CUB,"Population, total",SP.POP.TOTL,11300698
Cuba,CUB,Urban population,SP.URB.TOTL,8723461
Curacao,CUW,Population density (people per sq. km of land area),EN.POP.DNST,348.97972972973
Curacao,CUW,"Population, total",SP.POP.TOTL,154947
Curacao,CUW,Urban population,SP.URB.TOTL,137999
Cyprus,CYP,Population density (people per sq. km of land area),EN.POP.DNST,133.932575757576
Cyprus,CYP,"Population, total",SP.POP.TOTL,1237537
Cyprus,CYP,Urban population,SP.URB.TOTL,826935
Czechia,CZE,Population density (people per sq. km of land area),EN.POP.DNST,138.575928842168
Czechia,CZE,"Population, total",SP.POP.TOTL,10697858
Czechia,CZE,Urban population,SP.URB.TOTL,7922941
Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,145.7851
Denmark,DNK,"Population, total",SP.POP.TOTL,5831404
Denmark,DNK,Urban population,SP.URB.TOTL,5138400
Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,47.0300258843831
Djibouti,DJI,"Population, total",SP.POP.TOTL,1090156
Djibouti,DJI,Urban population,SP.URB.TOTL,850998
Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,95.9933333333333
Dominica,DMA,"Population, total",SP.POP.TOTL,71995
Dominica,DMA,Urban population,SP.URB.TOTL,51181
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,227.689174084041
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,10999664
Dominican Republic,DOM,Urban population,SP.URB.TOTL,9079123
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,70.8189523272669
Ecuador,ECU,"Population, total",SP.POP.TOTL,17588595
Ecuador,ECU,Urban population,SP.URB.TOTL,11285898
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,107.956335325732
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,107465134
"Egypt, Arab Rep.",EGY,Urban population,SP.URB.TOTL,45976808
El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,303.703233590734
El Salvador,SLV,"Population, total",SP.POP.TOTL,6292731
El Salvador,SLV,Urban population,SP.URB.TOTL,4621633
Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,56.9001426024955
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,1596049
Equatorial Guinea,GNQ,Urban population,SP.URB.TOTL,1166712
Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,29.3774260253951
Eritrea,ERI,"Population, total",SP.POP.TOTL,3555868
Eritrea,ERI,Urban population,SP.URB.TOTL,1470245
Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,31.0999298245614
Estonia,EST,"Population, total",SP.POP.TOTL,1329522
Estonia,EST,Urban population,SP.URB.TOTL,920415
Eswatini,SWZ,Population density (people per sq. km of land area),EN.POP.DNST,68.6427325581395
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1180655
Eswatini,SWZ,Urban population,SP.URB.TOTL,285376
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,103.840062771756
Ethiopia,ETH,"Population, total",SP.POP.TOTL,117190911
Ethiopia,ETH,Urban population,SP.URB.TOTL,25424568
Faroe Islands,FRO,Population density (people per sq. km of land area),EN.POP.DNST,38.3711566617862
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,52415
Faroe Islands,FRO,Urban population,SP.URB.TOTL,22223
Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,50.3788724685276
Fiji,FJI,"Population, total",SP.POP.TOTL,920422
Fiji,FJI,Urban population,SP.URB.TOTL,526914
Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,18.1928768835954
Finland,FIN,"Population, total",SP.POP.TOTL,5529543
Finland,FIN,Urban population,SP.URB.TOTL,4728699
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,123.404699419421
France,FRA,"Population, total",SP.POP.TOTL,67571107
France,FRA,Urban population,SP.URB.TOTL,54715704
French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,86.9835782195333
French Polynesia,PYF,"Population, total",SP.POP.TOTL,301920
French Polynesia,PYF,Urban population,SP.URB.TOTL,187115
Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,8.89732215624636
Gabon,GAB,"Population, total",SP.POP.TOTL,2292573
Gabon,GAB,Urban population,SP.URB.TOTL,2065425
"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,254.34733201581
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2573995
"Gambia, The",GMB,Urban population,SP.URB.TOTL,1610858
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,65.1302704783232
Georgia,GEO,"Population, total",SP.POP.TOTL,3722716
Georgia,GEO,Urban population,SP.URB.TOTL,2213266
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,238.017318755545
Germany,DEU,"Population, total",SP.POP.TOTL,83160871
Germany,DEU,Urban population,SP.URB.TOTL,64410589
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,141.431796706412
Ghana,GHA,"Population, total",SP.POP.TOTL,32180401
Ghana,GHA,Urban population,SP.URB.TOTL,18455138
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,3270.9
Gibraltar,GIB,"Population, total",SP.POP.TOTL,32709
Gibraltar,GIB,Urban population,SP.URB.TOTL,32709
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,82.999216446858
Greece,GRC,"Population, total",SP.POP.TOTL,10698599
Greece,GRC,Urban population,SP.URB.TOTL,8528388
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,0.137329760019491
Greenland,GRL,"Population, total",SP.POP.TOTL,56367
Greenland,GRL,Urban population,SP.URB.TOTL,49198
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,363.714705882353
Grenada,GRD,"Population, total",SP.POP.TOTL,123663
Grenada,GRD,Urban population,SP.URB.TOTL,45183
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,313.390740740741
Guam,GUM,"Population, total",SP.POP.TOTL,169231
Guam,GUM,Urban population,SP.URB.TOTL,160665
Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,157.319270250093
Guatemala,GTM,"Population, total",SP.POP.TOTL,16858333
Guatemala,GTM,Urban population,SP.URB.TOTL,8738685
Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,53.7406519615823
Guinea,GIN,"Population, total",SP.POP.TOTL,13205153
Guinea,GIN,Urban population,SP.URB.TOTL,4869400
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,71.6866287339972
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,2015828
Guinea-Bissau,GNB,Urban population,SP.URB.TOTL,890915
Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,4.04979425958852
Guyana,GUY,"Population, total",SP.POP.TOTL,797202
Guyana,GUY,Urban population,SP.URB.TOTL,213539
Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,410.261284470247
Haiti,HTI,"Population, total",SP.POP.TOTL,11306801
Haiti,HTI,Urban population,SP.URB.TOTL,6454827
Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,90.4617302708017
Honduras,HND,"Population, total",SP.POP.TOTL,10121763
Honduras,HND,Urban population,SP.URB.TOTL,5906960
"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,7124.7619047619
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7481000
"Hong Kong SAR, China",HKG,Urban population,SP.URB.TOTL,7481000
Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,106.839239535393
Hungary,HUN,"Population, total",SP.POP.TOTL,9750149
Hungary,HUN,Urban population,SP.URB.TOTL,7014452
Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,3.63446394922146
Iceland,ISL,"Population, total",SP.POP.TOTL,366463
Iceland,ISL,Urban population,SP.URB.TOTL,344101
India,IND,Population density (people per sq. km of land area),EN.POP.DNST,469.659566660725
India,IND,"Population, total",SP.POP.TOTL,1396387127
India,IND,Urban population,SP.URB.TOTL,487702168
Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,144.796388212316
Indonesia,IDN,"Population, total",SP.POP.TOTL,271857970
Indonesia,IDN,Urban population,SP.URB.TOTL,153983073
"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST,53.7998107858243
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,87290193
"Iran, Islamic Rep.",IRN,Urban population,SP.URB.TOTL,66230561
Iraq,IRQ,Population density (people per sq. km of land area),EN.POP.DNST,98.0286551431836
Iraq,IRQ,"Population, total",SP.POP.TOTL,42556984
Iraq,IRQ,Urban population,SP.URB.TOTL,30169923
Ireland,IRL,Population density (people per sq. km of land area),EN.POP.DNST,72.3672811728843
Ireland,IRL,"Population, total",SP.POP.TOTL,4985382
Ireland,IRL,Urban population,SP.URB.TOTL,3173345
Isle of Man,IMN,Population density (people per sq. km of land area),EN.POP.DNST,147.449122807018
Isle of Man,IMN,"Population, total",SP.POP.TOTL,84046
Isle of Man,IMN,Urban population,SP.URB.TOTL,44459
Israel,ISR,Population density (people per sq. km of land area),EN.POP.DNST,425.836414048059
Israel,ISR,"Population, total",SP.POP.TOTL,9215100
Israel,ISR,Urban population,SP.URB.TOTL,8531985
Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,200.999100491348
Italy,ITA,"Population, total",SP.POP.TOTL,59438851
Italy,ITA,Urban population,SP.URB.TOTL,42224765
Jamaica,JAM,Population density (people per sq. km of land area),EN.POP.DNST,260.428070175439
Jamaica,JAM,"Population, total",SP.POP.TOTL,2820436
Jamaica,JAM,Urban population,SP.URB.TOTL,1588216
Japan,JPN,Population density (people per sq. km of land area),EN.POP.DNST,346.395061728395
Japan,JPN,"Population, total",SP.POP.TOTL,126261000
Japan,JPN,Urban population,SP.URB.TOTL,115884871
Jordan,JOR,Population density (people per sq. km of land area),EN.POP.DNST,123.079498614771
Jordan,JOR,"Population, total",SP.POP.TOTL,10928721
Jordan,JOR,Urban population,SP.URB.TOTL,9990818
Kazakhstan,KAZ,Population density (people per sq. km of land area),EN.POP.DNST,6.94731488683928
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,18755666
Kazakhstan,KAZ,Urban population,SP.URB.TOTL,10816580
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,91.3409354464631
Kenya,KEN,"Population, total",SP.POP.TOTL,51985780
Kenya,KEN,Urban population,SP.URB.TOTL,14553419
Kiribati,KIR,Population density (people per sq. km of land area),EN.POP.DNST,156.127160493827
Kiribati,KIR,"Population, total",SP.POP.TOTL,126463
Kiribati,KIR,Urban population,SP.URB.TOTL,70306
"Korea, Dem. People's Rep.",PRK,Population density (people per sq. km of land area),EN.POP.DNST,214.828228552446
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,25867467
"Korea, Dem. People's Rep.",PRK,Urban population,SP.URB.TOTL,16136385
"Korea, Rep.",KOR,Population density (people per sq. km of land area),EN.POP.DNST,531.109006147541
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51836239
"Korea, Rep.",KOR,Urban population,SP.URB.TOTL,42201956
Kosovo,XKX,Population density (people per sq. km of land area),EN.POP.DNST,..
Kosovo,XKX,"Population, total",SP.POP.TOTL,1790133
Kosovo,XKX,Urban population,SP.URB.TOTL,..
Kuwait,KWT,Population density (people per sq. km of land area),EN.POP.DNST,244.693827160494
Kuwait,KWT,"Population, total",SP.POP.TOTL,4360444
Kuwait,KWT,Urban population,SP.URB.TOTL,4360444
Kyrgyz Republic,KGZ,Population density (people per sq. km of land area),EN.POP.DNST,34.3060479666319
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,6579900
Kyrgyz Republic,KGZ,Urban population,SP.URB.TOTL,2425088
Lao PDR,LAO,Population density (people per sq. km of land area),EN.POP.DNST,31.7131672443674
Lao PDR,LAO,"Population, total",SP.POP.TOTL,7319399
Lao PDR,LAO,Urban population,SP.URB.TOTL,2656210
Latvia,LVA,Population density (people per sq. km of land area),EN.POP.DNST,30.5391129680219
Latvia,LVA,"Population, total",SP.POP.TOTL,1900449
Latvia,LVA,Urban population,SP.URB.TOTL,1298292
Lebanon,LBN,Population density (people per sq. km of land area),EN.POP.DNST,553.560410557185
Lebanon,LBN,"Population, total",SP.POP.TOTL,5662923
Lebanon,LBN,Urban population,SP.URB.TOTL,5035754
Lesotho,LSO,Population density (people per sq. km of land area),EN.POP.DNST,74.2457180500659
Lesotho,LSO,"Population, total",SP.POP.TOTL,2254100
Lesotho,LSO,Urban population,SP.URB.TOTL,654320
Liberia,LBR,Population density (people per sq. km of land area),EN.POP.DNST,52.8196013289037
Liberia,LBR,"Population, total",SP.POP.TOTL,5087584
Liberia,LBR,Urban population,SP.URB.TOTL,2650072
Libya,LBY,Population density (people per sq. km of land area),EN.POP.DNST,3.78163724609841
Libya,LBY,"Population, total",SP.POP.TOTL,6653942
Libya,LBY,Urban population,SP.URB.TOTL,5369132
Liechtenstein,LIE,Population density (people per sq. km of land area),EN.POP.DNST,242.225
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,38756
Liechtenstein,LIE,Urban population,SP.URB.TOTL,5587
Lithuania,LTU,Population density (people per sq. km of land area),EN.POP.DNST,44.6324656659214
Lithuania,LTU,"Population, total",SP.POP.TOTL,2794885
Lithuania,LTU,Urban population,SP.URB.TOTL,1901807
Luxembourg,LUX,Population density (people per sq. km of land area),EN.POP.DNST,244.874264894386
Luxembourg,LUX,"Population, total",SP.POP.TOTL,630419
Luxembourg,LUX,Urban population,SP.URB.TOTL,576537
"Macao SAR, China",MAC,Population density (people per sq. km of land area),EN.POP.DNST,20555.7142857143
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,676283
"Macao SAR, China",MAC,Urban population,SP.URB.TOTL,676283
Madagascar,MDG,Population density (people per sq. km of land area),EN.POP.DNST,48.5135390168443
Madagascar,MDG,"Population, total",SP.POP.TOTL,28225177
Madagascar,MDG,Urban population,SP.URB.TOTL,10876290
Malawi,MWI,Population density (people per sq. km of land area),EN.POP.DNST,205.526739499364
Malawi,MWI,"Population, total",SP.POP.TOTL,19377061
Malawi,MWI,Urban population,SP.URB.TOTL,3376840
Malaysia,MYS,Population density (people per sq. km of land area),EN.POP.DNST,101.05004717699
Malaysia,MYS,"Population, total",SP.POP.TOTL,33199993
Malaysia,MYS,Urban population,SP.URB.TOTL,25617115
Maldives,MDV,Population density (people per sq. km of land area),EN.POP.DNST,1714.79333333333
Maldives,MDV,"Population, total",SP.POP.TOTL,514438
Maldives,MDV,Urban population,SP.URB.TOTL,209217
Mali,MLI,Population density (people per sq. km of land area),EN.POP.DNST,17.3940451896836
Mali,MLI,"Population, total",SP.POP.TOTL,21224040
Mali,MLI,Urban population,SP.URB.TOTL,9319264
Malta,MLT,Population density (people per sq. km of land area),EN.POP.DNST,1610.4125
Malta,MLT,"Population, total",SP.POP.TOTL,515332
Malta,MLT,Urban population,SP.URB.TOTL,488246
Marshall Islands,MHL,Population density (people per sq. km of land area),EN.POP.DNST,241.183333333333
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,43413
Marshall Islands,MHL,Urban population,SP.URB.TOTL,33773
Mauritania,MRT,Population density (people per sq. km of land area),EN.POP.DNST,4.36461045891142
Mauritania,MRT,"Population, total",SP.POP.TOTL,4498604
Mauritania,MRT,Urban population,SP.URB.TOTL,2488943
Mauritius,MUS,Population density (people per sq. km of land area),EN.POP.DNST,623.51724137931
Mauritius,MUS,"Population, total",SP.POP.TOTL,1265740
Mauritius,MUS,Urban population,SP.URB.TOTL,515916
Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,64.8156084261426
Mexico,MEX,"Population, total",SP.POP.TOTL,125998302
Mexico,MEX,Urban population,SP.URB.TOTL,101719689
"Micronesia, Fed. Sts.",FSM,Population density (people per sq. km of land area),EN.POP.DNST,160.151428571429
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,112106
"Micronesia, Fed. Sts.",FSM,Urban population,SP.URB.TOTL,25709
Moldova,MDA,Population density (people per sq. km of land area),EN.POP.DNST,91.7473260542588
Moldova,MDA,"Population, total",SP.POP.TOTL,2635130
Moldova,MDA,Urban population,SP.URB.TOTL,1129127
Monaco,MCO,Population density (people per sq. km of land area),EN.POP.DNST,18215.0962012827
Monaco,MCO,"Population, total",SP.POP.TOTL,36922
Monaco,MCO,Urban population,SP.URB.TOTL,36922
Mongolia,MNG,Population density (people per sq. km of land area),EN.POP.DNST,2.1151336184565
Mongolia,MNG,"Population, total",SP.POP.TOTL,3294335
Mongolia,MNG,Urban population,SP.URB.TOTL,2261792
Montenegro,MNE,Population density (people per sq. km of land area),EN.POP.DNST,46.1937546468401
Montenegro,MNE,"Population, total",SP.POP.TOTL,621306
Montenegro,MNE,Urban population,SP.URB.TOTL,419307
Morocco,MAR,Population density (people per sq. km of land area),EN.POP.DNST,82.2065247591306
Morocco,MAR,"Population, total",SP.POP.TOTL,36688772
Morocco,MAR,Urban population,SP.URB.TOTL,23309111
Mozambique,MOZ,Population density (people per sq. km of land area),EN.POP.DNST,39.6478025890791
Mozambique,MOZ,"Population, total",SP.POP.TOTL,31178239
Mozambique,MOZ,Urban population,SP.URB.TOTL,11559020
Myanmar,MMR,Population density (people per sq. km of land area),EN.POP.DNST,81.8533071843351
Myanmar,MMR,"Population, total",SP.POP.TOTL,53423198
