Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Laos,LAO,"Population, total",SP.POP.TOTL,7319399
Latvia,LVA,"Population, total",SP.POP.TOTL,1900449
Lebanon,LBN,"Population, total",SP.POP.TOTL,5662923
Lesotho,LSO,"Population, total",SP.POP.TOTL,2254100
Liberia,LBR,"Population, total",SP.POP.TOTL,5087584
Libya,LBY,"Population, total",SP.POP.TOTL,6653942
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,38756
Lithuania,LTU,"Population, total",SP.POP.TOTL,2794885
Luxembourg,LUX,"Population, total",SP.POP.TOTL,630419
Macao,MAC,"Population, total",SP.POP.TOTL,676283
Madagascar,MDG,"Population, total",SP.POP.TOTL,28225177
Malawi,MWI,"Population, total",SP.POP.TOTL,19377061
Malaysia,MYS,"Population, total",SP.POP.TOTL,33199993
Maldives,MDV,"Population, total",SP.POP.TOTL,514438
Mali,MLI,"Population, total",SP.POP.TOTL,21224040
Malta,MLT,"Population, total",SP.POP.TOTL,515332
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,43413
Mauritania,MRT,"Population, total",SP.POP.TOTL,4498604
Mauritius,MUS,"Population, total",SP.POP.TOTL,1265740
Mexico,MEX,"Population, total",SP.POP.TOTL,125998302
Micronesia,FSM,"Population, total",SP.POP.TOTL,112106
Moldova,MDA,"Population, total",SP.POP.TOTL,2635130
Monaco,MCO,"Population, total",SP.POP.TOTL,36922
Mongolia,MNG,"Population, total",SP.POP.TOTL,3294335
Montenegro,MNE,"Population, total",SP.POP.TOTL,621306
Morocco,MAR,"Population, total",SP.POP.TOTL,36688772
Mozambique,MOZ,"Population, total",SP.POP.TOTL,31178239
Burma,MMR,"Population, total",SP.POP.TOTL,53423198
Namibia,NAM,"Population, total",SP.POP.TOTL,2489098
Nauru,NRU,"Population, total",SP.POP.TOTL,12315
Nepal,NPL,"Population, total",SP.POP.TOTL,29348627
Netherlands,NLD,"Population, total",SP.POP.TOTL,17441500
New Caledonia,NCL,"Population, total",SP.POP.TOTL,271130
New Zealand,NZL,"Population, total",SP.POP.TOTL,5090200
Nicaragua,NIC,"Population, total",SP.POP.TOTL,6755895
Niger,NER,"Population, total",SP.POP.TOTL,24333639
Nigeria,NGA,"Population, total",SP.POP.TOTL,208327405
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2072531
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,49587
Norway,NOR,"Population, total",SP.POP.TOTL,5379475
Oman,OMN,"Population, total",SP.POP.TOTL,4543399
Pakistan,PAK,"Population, total",SP.POP.TOTL,227196741
Palau,PLW,"Population, total",SP.POP.TOTL,17972
Panama,PAN,"Population, total",SP.POP.TOTL,4294396
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,9749640
Paraguay,PRY,"Population, total",SP.POP.TOTL,6618695
Peru,PER,"Population, total",SP.POP.TOTL,33304756
Philippines,PHL,"Population, total",SP.POP.TOTL,112190977
Poland,POL,"Population, total",SP.POP.TOTL,37899070
Portugal,PRT,"Population, total",SP.POP.TOTL,10297081
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3281538
Qatar,QAT,"Population, total",SP.POP.TOTL,2760385
Romania,ROU,"Population, total",SP.POP.TOTL,19265250
Russia,RUS,"Population, total",SP.POP.TOTL,144073139
Rwanda,RWA,"Population, total",SP.POP.TOTL,13146362
Samoa,WSM,"Population, total",SP.POP.TOTL,214929
San Marino,SMR,"Population, total",SP.POP.TOTL,34007
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,218641
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,35997107
Senegal,SEN,"Population, total",SP.POP.TOTL,16436120
Serbia,SRB,"Population, total",SP.POP.TOTL,6899126
Seychelles,SYC,"Population, total",SP.POP.TOTL,98462
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,8233970
Singapore,SGP,"Population, total",SP.POP.TOTL,5685807
Sint Maarten,SXM,"Population, total",SP.POP.TOTL,42310
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5458827
Slovenia,SVN,"Population, total",SP.POP.TOTL,2102419
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,691191
Somalia,SOM,"Population, total",SP.POP.TOTL,16537016
South Africa,ZAF,"Population, total",SP.POP.TOTL,58801927
South Sudan,SSD,"Population, total",SP.POP.TOTL,10606227
Spain,ESP,"Population, total",SP.POP.TOTL,47365655
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,21919000
Saint Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,47642
Saint Lucia,LCA,"Population, total",SP.POP.TOTL,179237
Saint Martin,MAF,"Population, total",SP.POP.TOTL,32553
Saint Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,104632
Sudan,SDN,"Population, total",SP.POP.TOTL,44440486
Suriname,SUR,"Population, total",SP.POP.TOTL,607065
Sweden,SWE,"Population, total",SP.POP.TOTL,10353442
Switzerland,CHE,"Population, total",SP.POP.TOTL,8638167
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,20772595
Tajikistan,TJK,"Population, total",SP.POP.TOTL,9543207
Tanzania,TZA,"Population, total",SP.POP.TOTL,61704518
Thailand,THA,"Population, total",SP.POP.TOTL,71475664
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1299995
Togo,TGO,"Population, total",SP.POP.TOTL,8442580
Tonga,TON,"Population, total",SP.POP.TOTL,105254
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1518147
Tunisia,TUN,"Population, total",SP.POP.TOTL,12161723
Turkey,TUR,"Population, total",SP.POP.TOTL,84135428
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,6250438
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,44276
Tuvalu,TUV,"Population, total",SP.POP.TOTL,11069
Uganda,UGA,"Population, total",SP.POP.TOTL,44404611
Ukraine,UKR,"Population, total",SP.POP.TOTL,44132049
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,9287289
United Kingdom,GBR,"Population, total",SP.POP.TOTL,67081000
United States,USA,"Population, total",SP.POP.TOTL,331501080
Uruguay,URY,"Population, total",SP.POP.TOTL,3429086
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,34232050
Vanuatu,VUT,"Population, total",SP.POP.TOTL,311685
Venezuela,VEN,"Population, total",SP.POP.TOTL,28490453
Vietnam,VNM,"Population, total",SP.POP.TOTL,96648685
Virgin Islands,VIR,"Population, total",SP.POP.TOTL,106290
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,4803269
Yemen,YEM,"Population, total",SP.POP.TOTL,32284046
Zambia,ZMB,"Population, total",SP.POP.TOTL,18927715
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,15669666
Africa Eastern and Southern,AFE,"Population, total",SP.POP.TOTL,685112705
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,466189102
Arab World,ARB,"Population, total",SP.POP.TOTL,449228296
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,7444768
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,102180124
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,3375134276
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2363940425
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2116424876
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2090523535
Euro area,EMU,"Population, total",SP.POP.TOTL,342913447
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,923103879
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,400811771
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,462023771
European Union,EUU,"Population, total",SP.POP.TOTL,447692315
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,979418527
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,838066650
High income,HIC,"Population, total",SP.POP.TOTL,1240900955
IBRD only,IBD,"Population, total",SP.POP.TOTL,4889761166
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,6628067973
IDA blend,IDB,"Population, total",SP.POP.TOTL,582637127
IDA only,IDX,"Population, total",SP.POP.TOTL,1155669680
IDA total,IDA,"Population, total",SP.POP.TOTL,1738306807
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2317277311
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,650534967
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,588808380
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,634680385
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,1073743450
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6551590116
Low income,LIC,"Population, total",SP.POP.TOTL,699186538
Lower middle income,LMC,"Population, total",SP.POP.TOTL,3357118135
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,479966649
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,411810124
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,407006855
Middle income,MIC,"Population, total",SP.POP.TOTL,5852403578
North America,NAC,"Population, total",SP.POP.TOTL,369602177
Not classified,INX,"Population, total",SP.POP.TOTL,..
OECD members,OED,"Population, total",SP.POP.TOTL,1370241530
Other small states,OSS,"Population, total",SP.POP.TOTL,32381190
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2566819
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,1117443485
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,984213438
Small states,SST,"Population, total",SP.POP.TOTL,42392777
South Asia,SAS,"Population, total",SP.POP.TOTL,1882531620
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1882531620
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,1151301807
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,1151203345
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,1151301807
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2495285443
World,WLD,"Population, total",SP.POP.TOTL,7820981524
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 03/30/2023,,,,
